Date,Facility Type,State,Canonical Facility Name,Pop Tested,Pop Tested Positive,Pop Tested Negative,Pop Deaths,Staff Tested,Staff Tested Positive,Staff Tested Negative,Staff Deaths,Source,Compilation,Notes
2020-04-24,State Prisons,Indiana,Madison Correctional Facility,,0,,0,,2,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,Oregon,Oregon State Correctional Institution,,0,,,,0,,,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,Recidiviz,
2020-04-24,State Prisons,Hawaii,Women's Community Correctional Center – Kailua (WCCC),1,0,1,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,
2020-04-24,State Prisons,Arkansas,Benton Unit,,,,,,,,,,,
2020-04-24,State Prisons,Georgia,Treutlen Probation Detention Center,,,,,,,,,,,
2020-04-24,State Prisons,Texas,Marshall Formby State Jail,,0,2,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Texas,Lucille G. Plane State Jail,,0,3,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Texas,Cotulla Unit,,0,1,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Illinois,North Lawndale Adult Transition Center,,5,,,,2,,,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,Recidiviz,"staff recovered: 0, incarcerated recovered: 5"
2020-04-24,State Prisons,Pennsylvania,State Correctional Institution – Forest,,,3,,,,1,,https://www.cor.pa.gov/Pages/COVID-19.aspx,Recidiviz,
2020-04-24,State Prisons,Texas,"William P. ""Bill"" Clements Unit",,10,1,,,10,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,New York,Elmira Correctional Facility,,0,5,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,New York,Upstate Correctional Facility,,0,0,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Florida,Sumter Correctional Institution,,44,12,,,5,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Indiana,Chain O'Lakes Correctional Facility,,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,Alaska,Anchorage Correctional Complex East (Anchorage Jail),,,,,,,,,,,
2020-04-24,State Prisons,Texas,Ferguson Unit,,0,0,,,1,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Georgia,Lee State Prison,,9,,2,,18,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-24,State Prisons,California,OH Close Youth Correctional Facility,,,,,,1,,,,Recidiviz,
2020-04-24,State Prisons,New York,Franklin Correctional Facility,,1,8,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Georgia,Dodge State Prison,,,,,,,,,,,
2020-04-24,State Prisons,Texas,East Texas Multi-Use Facility,,0,5,,,2,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,listed as ETTF
2020-04-24,State Prisons,Vermont,Northeast Correctional Complex (NERCF & CCWC),,,,,,0,,,https://doc.vermont.gov/covid-19-information-page,Recidiviz,https://vtdigger.org/2020/04/14/inmate-who-tested-positive-for-covid-19-seeks-release-over-concerns-for-care-%EF%BB%BF/
2020-04-24,State Prisons,South Carolina,Allendale Correctional Institution,,0,,,,0,,,http://www.doc.sc.gov/covid.html,Recidiviz,
2020-04-24,State Prisons,California,Pelican Bay State Prison (PBSP),7,0,7,,,,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-24,State Prisons,New Jersey,Bayside State Prison,,2,,0,,1,,,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml,Recidiviz,
2020-04-24,State Prisons,New Jersey,Southern State Correctional Facility,,11,,0,,40,,,https://www.state.nj.us/corrections/pages/COVID19Updates.shtml,Recidiviz,
2020-04-24,State Prisons,Arkansas,Pine Bluff Unit,,,,,,,,,,,
2020-04-24,State Prisons,California,Valley State Prison (VSP),15,0,14,,,1,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-24,State Prisons,Florida,South Florida Reception Center,,2,15,,,5,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,South Carolina,Perry Correctional Institution,,0,,,,0,,,http://www.doc.sc.gov/covid.html,Recidiviz,
2020-04-24,State Prisons,Georgia,Macon Transitional Center,,,,,,,,,,,
2020-04-24,State Prisons,Texas,Hutchins State Jail,,4,2,,,8,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Georgia,Smith State Prison,,,,,,,,,,,
2020-04-24,County Jails,Hawaii,Maui Community Correctional Center (MCCC),,,,,,,,,,,
2020-04-24,State Prisons,Indiana,Rockville Correctional Facility,,0,,0,,4,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,Florida,Taylor Correctional Institution Annex,,,,,,,,,,,
2020-04-24,State Prisons,Vermont,Marble Valley Regional Correctional Facility,,,,,,0,,,https://doc.vermont.gov/covid-19-information-page,Recidiviz,
2020-04-24,State Prisons,New York,Clinton Correctional Facility,,1,10,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Alabama,Childersburg (total),2,,,,,,,,,Recidiviz,
2020-04-24,State Prisons,Georgia,Wheeler Correctional Facility,,1,,,,,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-24,Federal Prisons,Ohio,"Federal Correctional Institution, Elkton",,51,,6,,49,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,"increase in staff positive cases, decrease in inmate positive cases"
2020-04-24,State Prisons,New York,Gouverneur Correctional Facility,,0,2,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,Federal Prisons,Texas,"Federal Correctional Institution, Seagoville",,1,,0,,0,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-24,State Prisons,Kentucky,Kentucky Correctional Institute for Women,,,,,,,,,,,
2020-04-24,Federal Prisons,California,"United States Penitentiary, Lompoc",,68,,1,,29,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,slight postive staff increase
2020-04-24,State Prisons,Indiana,Indiana State Prison,,1,,0,,6,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,South Carolina,McCormick Correctional Institution,,0,,,,1,,,http://www.doc.sc.gov/covid.html,Recidiviz,
2020-04-24,State Prisons,Texas,Mark W. Michael Unit,,7,7,,,1,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Florida,South Bay Correctional Facility,,6,3,,,25,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,Private
2020-04-24,State Prisons,Texas,William R. Boyd Unit,,0,1,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,Federal Prisons,Illinois,"Metropolitan Correctional Center, Chicago",,20,,0,,21,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,increase in positive inmates
2020-04-24,State Prisons,Florida,Desoto Annex,,0,0,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,California,"California State Prison, Centinela (CEN)",20,2,18,,,3,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-24,State Prisons,Georgia,Coastal Transitional Center,,,,,,,,,,,
2020-04-24,State Prisons,Texas,Estes Unit,,0,0,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Georgia,Clayton Transitional Center,,2,,,,3,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-24,State Prisons,Arkansas,Boot Camp Program,,,,,,,,,,,
2020-04-24,State Prisons,Georgia,Lee Arrendale State Prison,,1,,,,1,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-24,State Prisons,Texas,William G. McConnell Unit,,0,5,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Alabama,Camden Work Release Center,2,1,,,,,,,,Recidiviz,
2020-04-24,State Prisons,Tennessee,Lois M. DeBerry Special Needs Facility - Nashville,4,0,4,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,Listed on TN document but no numbers reported
2020-04-24,State Prisons,North Dakota,North Dakota State Penitentiary,,0,16,0,,,,,https://www.docr.nd.gov/covid-19-information,Recidiviz,
2020-04-24,State Prisons,Georgia,Coastal State Prison,,7,,1,,0,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-24,State Prisons,Texas,Marlin Unit,,0,1,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Texas,Pam Lychner State Jail,,0,0,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,California,N.A Chaderjian Youth Correctional Facility,,,,,,1,,,,Recidiviz,
2020-04-24,State Prisons,Kansas,Wichita Work Release Facility,,0,,,,1,,,https://www.doc.ks.gov/kdoc-coronavirus-updates/kdoc-covid-19-status,Recidiviz,confirmed case transfered to Lansing
2020-04-24,State Prisons,Florida,Columbia Correctional Institution,,0,10,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Louisiana,Dixon Correctional Institute,,1,,0,,5,,,https://doc.louisiana.gov/doc-covid-19-testing/,Recidiviz,1 'step down'
2020-04-24,State Prisons,South Carolina,Turbeville Correctional Institution,,0,,,,1,,,http://www.doc.sc.gov/covid.html,Recidiviz,
2020-04-24,State Prisons,Alabama,Atmore Work Release Center,,,,,,,,,,,
2020-04-24,State Prisons,South Carolina,Broad River Correctional Institution,,0,,,,15,,,http://www.doc.sc.gov/covid.html,Recidiviz,
2020-04-24,State Prisons,Texas,Montford Psychiatric Unit,,2,1,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Florida,Gadsden Correctional Facility,,1,1,,,11,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,Private
2020-04-24,State Prisons,Alaska,Spring Creek Correctional Center,,,,,,,,,,,
2020-04-24,State Prisons,Texas,O.L. Luther Unit,,0,1,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Arizona,Arizona State Prison Complex – Safford,1,0,1,,,,,,https://corrections.az.gov/adcrr-covid-19-dashboard,Recidiviz,
2020-04-24,State Prisons,Florida,Holmes Correctional Institution,,0,0,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Georgia,GDCP Special Management Unit,,0,,,,1,,,http://www.gdc.ga.gov/content/cases,Recidiviz,Kayla added the SMU to the spreadsheet on 4.22 b/c GA lists it individually on their reporting grid 
2020-04-24,State Prisons,South Carolina,Tyger River Correctional Institution,,0,,,,1,,,http://www.doc.sc.gov/covid.html,Recidiviz,
2020-04-24,State Prisons,Pennsylvania,State Correctional Institution – Muncy,,,,,,,7,,https://www.cor.pa.gov/Pages/COVID-19.aspx,Recidiviz,
2020-04-24,State Prisons,Ohio,Richland Correctional Institution,,0,,0,,0,,,https://drc.ohio.gov/,Recidiviz,
2020-04-24,State Prisons,New Hampshire,Secure Psychiatric Unit/Residential Treatment Unit,0,0,,,,0,,,https://www.nh.gov/nhdoc/covid/index.html,Recidiviz,
2020-04-24,State Prisons,South Carolina,Kirkland Correctional Institution,,2,,,,3,,,http://www.doc.sc.gov/covid.html,Recidiviz,
2020-04-24,State Prisons,California,Calipatria State Prison (CAL),9,0,9,,,2,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-24,Federal Prisons,Florida,"Federal Correctional Institution, Coleman",,1,,0,,3,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-24,State Prisons,Alabama,Childersburg Boot & Work Camp,,,,,,,,,,,
2020-04-24,State Prisons,Indiana,Branchville Correctional Facility,,2,,0,,3,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,Florida,Lowell Correctional Institution,,0,9,,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,New York,Collins Correctional Facility,,0,4,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,California,"California State Prison, Los Angeles County (LAC)",170,77,83,,,17,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-24,State Prisons,Florida,Santa Rosa Correctional Institution,,0,5,,,2,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Florida,Avon Park Correctional Institution,,0,2,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Indiana,Plainfield Correctional Facility,,71,,1,,22,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,Georgia,Calhoun State Prison,,2,,,,8,,1,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-24,State Prisons,Ohio,Lake Erie Correctional Institution,,0,,0,,1,,,https://drc.ohio.gov/,Recidiviz,
2020-04-24,State Prisons,Alabama,Mobile Work Release Center,1,,,,,,,,,Recidiviz,
2020-04-24,State Prisons,South Carolina,Trenton Correctional Institution,,0,,,,0,,,http://www.doc.sc.gov/covid.html,Recidiviz,
2020-04-24,County Jails,Illinois,Cook County Jail,,217,198,6,,173,,1,https://www.cookcountysheriff.org/covid-19-cases-at-ccdoc/,Recidiviz,
2020-04-24,State Prisons,New York,Five Points Correctional Facility,,0,1,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Kentucky,Little Sandy Correctional Complex,,,,,,,,,,,
2020-04-24,State Prisons,Florida,Hamilton Correctional Institution Annex,,,,,,,,,,,
2020-04-24,State Prisons,New York,Bare Hill Correctional Facility,,0,2,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Louisiana,Allen Correctional Center,,0,,0,,0,,,https://doc.louisiana.gov/doc-covid-19-testing/,Recidiviz,
2020-04-24,State Prisons,California,CDCR/CCHCS Worksite Location—San Bernardino County,,,,,,3,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-24,State Prisons,Indiana,LaPorte Juvenile,,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,New York,Gowanda Correctional Facility,,0,1,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Texas,Ellis Unit,,10,9,,,1,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Florida,Jackson Correctional Institution,,0,0,,,4,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Texas,Bradshaw State Jail,,0,2,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,New York,Washington Correctional Facility,,0,0,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,Federal Prisons,Texas,"Federal Medical Center, Carswell",,2,,0,,0,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-24,State Prisons,New York,Riverview Correctional Facility,,0,2,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,County Jails,Hawaii,Hawaii Community Correctional Center (HCCC),,,,,,,,,,,
2020-04-24,State Prisons,North Dakota,Missouri River Correctional Center,,0,8,0,,,,,https://www.docr.nd.gov/covid-19-information,Recidiviz,
2020-04-24,State Prisons,Indiana,Wabash Valley Correctional Facility,,1,,0,,7,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,Indiana,Pendleton Juvenile Correctional Facility,,0,,0,,14,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-24,State Prisons,Illinois,Stateville Correctional Center,,121,,,,73,,,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,Recidiviz,"staff recovered: 39, incarcerated recovered: 111"
2020-04-24,State Prisons,Florida,"Central Florida Reception Center (CFRC, combined)",,0,2,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Nevada,Northern Nevada Correctional Center and Stewart Conservation Camp,,0,,0,,0,,0,https://app.powerbigov.us/view?r=eyJrIjoiNDMwMDI0YmQtNmUyYS00ZmFjLWI0MGItZDM0OTY1Y2Y0YzNhIiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ11,Recidiviz,
2020-04-24,State Prisons,Alabama,Hamilton Aged & Infirmed,,,,,,,,,,,
2020-04-24,State Prisons,Georgia,Colwell Probation Detention Center,,,,,,,,,,,
2020-04-24,State Prisons,New York,Adirondack Correctional Facility,,0,0,0,,,,,https://doccs.ny.gov/doccs-covid-19-report,Recidiviz,
2020-04-24,State Prisons,Ohio,Northeast Ohio Correctional Center,,0,,0,,1,,,https://drc.ohio.gov/,Recidiviz,
2020-04-24,Federal Prisons,Massachusetts,"Federal Medical Center, Devens",,1,,0,,0,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-24,State Prisons,Florida,Lancaster Correctional Institution,,0,2,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,New Hampshire,New Hampshire Correctional Facility for Women,3,0,3,,,1,,,https://www.nh.gov/nhdoc/covid/index.html,Recidiviz,
2020-04-24,State Prisons,Florida,Wakulla Correctional Institution,,0,1,,,4,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Kentucky,Ross-Cash Center,,,,,,,,,,,
2020-04-24,State Prisons,Florida,Martin Correctional Institution,,1,8,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-24,State Prisons,Ohio,OHIO STATE PRISON OVERALL (not including juvenile),,3867,,15,,358,,,,Recidiviz,
2020-04-24,State Prisons,Texas,Renaldo V. Lopez State Jail,,5,0,,,2,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Alabama,Easterling Correctional Facility,1,,,,,,,,http://www.doc.alabama.gov/covid19news,Recidiviz,
2020-04-24,State Prisons,Arkansas,Randall L. Williams Correctional Center,,,,,,,,,,,
2020-04-24,State Prisons,Alaska,Palmer Medium and Minimum Correctional Centers,,,,,,,,,,,
2020-04-24,State Prisons,Alabama,Elmore Correctional Facility,2,,,,,,,,http://www.doc.alabama.gov/covid19news,Recidiviz,
2020-04-24,State Prisons,Arkansas,North Central Unit,,,,,,,,,,,
2020-04-24,State Prisons,California,San Quentin State Prison (SQ),37,0,35,,,6,,,https://www.cdcr.ca.gov/covid19/population-status-tracking/ AND https://www.cdcr.ca.gov/covid19/cdcr-cchcs-covid-19-status/,Recidiviz,
2020-04-24,State Prisons,Kentucky,Eastern Kentucky Correctional Complex,,,,,,,,,,,
2020-04-24,State Prisons,Louisiana,David Wade Correctional Center,,0,,0,,3,,,https://doc.louisiana.gov/doc-covid-19-testing/,Recidiviz,
2020-04-24,State Prisons,Arizona,Arizona State Prison Phoenix – West,0,0,0,,,,,,https://corrections.az.gov/adcrr-covid-19-dashboard,Recidiviz,
2020-04-24,State Prisons,Georgia,Valdosta Transitional Center,,,,,,,,,,,
2020-04-24,State Prisons,Iowa,Iowa Correctional Institution for Women,9,0,,,,0,,,https://doc.iowa.gov/COVID19,Recidiviz,
2020-04-24,State Prisons,Arkansas,Ouachita River Unit,,,,,,,,,,,
2020-04-24,State Prisons,Arkansas,Delta Regional Unit,,,,,,,,,,,
2020-04-24,State Prisons,Texas,John B. Connally Unit,,0,0,,,,,,https://www.tdcj.texas.gov/covid-19/offender_mac.html,Recidiviz,
2020-04-24,State Prisons,Florida,Apalachee Correctional Institution (Combined?),,0,9,,,8,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,Grid only lists Apalachee CI - doesn't specify East or West
2020-04-24,State Prisons,Illinois,Danville Correctional Center,,0,,,,1,,,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx,Recidiviz,"staff recovered: 1, incarcerated recovered: 0"
